소속,직위,성명,본인과의 관계,재산 구분,재산의 종류,소재지 면적 등 권리의 명세,종전가액(천원),증가액(천원),감소액(천원),현재가액(천원),변동사유
국회,국회의원,강민국,본인,건물,상가(전세(임차 )권),경상남도 진주시 상대동 한보프라자 건물 214.30㎡,"5,000",0,0,"5,000",
국회,국회의원,강민국,본인,건물,아파트(전세(임 차)권),서울특별시 마포구 신수동 신촌숲아이파크 건물 84.90㎡,"1,050,000",0,0,"1,050,000",
국회,국회의원,강민국,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2018년식 G4 렉스턴 배기량(2,157cc)","13,130",0,0,"13,130",
국회,국회의원,강민국,본인,예금,,"(주)KEB하나은행 9, 경남은행 142(142 증가), 국민은행 300, 농협은행 21,661(18,893 증가), 농협중앙회 16, 신용협동조합중앙회 77, 신한은행 33,933(5,647 증가), 중소기업은행 50","31,506","41,752","17,070","56,188",예적금 증가 및 감소
국회,국회의원,강민국,배우자,예금,,"(주)KB손해보험 30,739(3,799 증가), 경남은행 450(1,375 감소), 국민은행 18, 농협은행 1,618(1,618 증가), 메리츠화재해상보험(보험) 1,893(295 증가), 삼성화재해상보험 1,800(432 증가), 수협은행 9, 신용협동조합중앙회 77, 신한은행 0(7 감소), 우체국 5,796(819 증가), 주식회사 카카오뱅크 0(51 감소)","36,870","6,972","1,442","42,400",예적금 증가 및 감소
국회,국회의원,강민국,장녀,예금,,"NH투자증권 79,880(70,818 증가), 경남은행 6, 농협은행 117(3 감소), 농협중앙회 14, 빗썸 0(10 감소), 삼성화재해상보험 720, 어니스트에이아이 1,106, 업비트 4,774(3,496 증가), 우리은행 73,533(56,182 감소), 우체국 1,566(289 증가), 케이뱅크 10, 키움증권 370(108 감소)","143,796","90,525","72,225","162,096",
국회,국회의원,강민국,차녀,예금,,"우체국 1,501(277 증가), 주식회사 카카오뱅크 718(1,524 감소)","3,466",964,"2,211","2,219",
국회,국회의원,강민국,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 350,027(35,751 증가)","314,276","35,751",0,"350,027",후원금 증가
국회,국회의원,강민국,장녀,증권,상장주식,"AGNCINVESTMENT 44주(44주 증가), AT&T 28주, Airbnb 0주(1주 감소), Coca-Cola 0주(1주 감소), JW생명과학 0주(6주 감소), NICE평가정보 0주(6주 감소), REALTYINCOMEREITORD 14주(14주 증가), 기아 9주(9주 증가), 다날 0주(5주 감소), 대동금속 0주(2주 감소), 동운아나텍 0주(10주 감소), 랩지노믹스 0주(6주 감소), 삼성제약 0주(27주 감소), 삼성증권 53주(53주 증가), 세코닉스 0주(14주 감소), 우리금융지주 30주(30주 증가), 카카오 0주(12주 감소), 코세스 0주(2주 감소), 핑거 0주(8주 감소)","2,227","7,760","1,297","8,690",매도 및 매수
국회,국회의원,강민국,본인,채무,금융채무,"신한은행 70,000(100,000 감소)","170,000",0,"100,000","70,000",
국회,국회의원,강민국,장녀,가상자산,,"Pundi X PURSE 10,517.19670805개, 게임빌드 0개(27,728.93792348개 감소), 누사이퍼 128.43347222개, 디스체인 0.58905428개, 비트토렌트 8,379,833,717.151666개(7,874,826,441.5271878개 증가), 솔로제닉 1.03312433개, 시아코인 112,833개(112,833개 증가), 에이피이앤에프티 2,662,588.61028798개, 엑스코어 0.70682432개, 오브스 315,471.86649412개(306,682.02076539개 증가), 오피셜 트럼프 51.38464421개(51.38464421개 증가), 이더리움클래식 422.32291879개(370.48205634개 증가), 이더리움피오더블유 0.58905428개, 칠리즈 0개(1,522.22624716개 감소), 퀀텀 1,598.93166192개(1,492.33642352개 증가), 테더 22.68647795개, 펀디엑스 4,250.2553935개(3,920.62907093개 증가), 페퍼 685,001,811.222개","4,203","17,851",415,"21,639",매도 및 매입
국회,국회의원,강민국,부,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,강민국,모,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,강민국,총 계,고지거부 및 등록제외사항,,,"1,772,335","208,422","-5,340","1,986,097","증감액: 213,762천원 (가액변동: 6,847천원)"
국회,국회의원,강선영,본인,건물,아파트,서울특별시 서대문구 홍제동 홍제원현대아파트 건물 84.90㎡,"585,000",0,0,"585,000",변동 없음
국회,국회의원,강선영,본인,건물,아파트,경기도 고양시 일산동구 장항동 호수마을2단지아파트 건물 70.14㎡,"398,000",0,0,"398,000",변동 없음
국회,국회의원,강선영,본인,건물,아파트(전세(임 차)권),서울특별시 마포구 대흥동 대흥동태영아파트 건물 59.40㎡,"100,000",0,0,"100,000",변동 없음
국회,국회의원,강선영,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2010년식 k5 배기량(1,993cc) 감소","2,210",0,"2,210 (2,000)",0,소유권 상실
국회,국회의원,강선영,모,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2022년식 카니발 배기량(3,500cc)","20,600",0,"1,540","19,060",가액 변동
국회,국회의원,강선영,본인,예금,,"MG손해보험(주) 0(8,306 감소), 국민은행 6,613(4,652 증가), 군인공제회 243,362(11,799 감소), 농협은행 12,232(2,197 증가), 동양생명보험 0(2,011 감소), 메리츠화재해상보험(보험) 3,301(716 증가), 삼성생명보험 3,384, 스탠다드차타드은행 28(6 증가), 신한라이프생명보험 9,223, 신한은행 12,706(12,657 증가), 예별손해보험 8,666(8,666 증가), 우리은행 43(43 증가), 주식회사 카카오뱅크 0(3,504 감소), 중소기업은행 21(324 감소), 토스뱅크(주) 26,104(26,104 증가)","296,586","117,996","88,899","325,683",급여 저축 및 생활비
국회,국회의원,강선영,부,예금,,"농협중앙회 57, 신한은행 865(391 감소)","1,313",0,391,922,급여 저축 및 생활비
국회,국회의원,강선영,모,예금,,"농협중앙회 22, 새마을금고중앙회 1,220(1,200 증가), 신한은행 874(790 감소)","1,706","1,200",790,"2,116",
국회,국회의원,강선영,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 70,859(22,419 증가)","48,440","22,419",0,"70,859",후원금 증가
국회,국회의원,강선영,본인,채권,,사인간채권,"260,000",0,0,"260,000",변동 없음
국회,국회의원,강선영,본인,채무,금융채무,"SC제일은행 236,366(5,314 감소)","241,680",0,"5,314","236,366",상환
국회,국회의원,강선영,본인,채무,건물임대채무,경기도 고양시 일산동구 장항동 호수마을2단지아파트 임대보증금,"390,000",0,0,"390,000",변동 없음
국회,국회의원,강선영,총 계,채무,,,"1,082,175","141,615","88,516","1,135,274","증감액: 53,099천원 (가액변동: -1,540천원)"
국회,국회의원,강선우,본인,건물,사무실(전세(임 차)권),서울특별시 강서구 화곡동 세종빌딩 대지 476.30㎡ 건물 229.62㎡,"40,000",0,0,"40,000",변동없음
국회,국회의원,강선우,본인,건물,아파트(전세(임 차)권),서울특별시 강서구 화곡동 강서힐스테이트 건물 84.99㎡,"750,000",0,0,"750,000",변동없음
국회,국회의원,강선우,배우자,건물,오피스텔(전세( 임차)권),서울특별시 종로구 내수동 경희궁의아침 2단지 건물 57.80㎡,"20,000",0,0,"20,000",변동없음
국회,국회의원,강선우,배우자,건물,아파트,서울특별시 강남구 대치동 은마아파트 건물 94.76㎡ 중 33.17㎡,"548,100","76,300",0,"624,400",가액변동
국회,국회의원,강선우,배우자,건물,아파트(전세(임 차)권),서울특별시 종로구 내수동 경희궁의아침 3단지 건물 124.00㎡,"50,000",0,0,"50,000",변동없음
국회,국회의원,강선우,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2016년식 X5 xDrive30d 배기량(2,993cc)","19,540",0,"1,500","18,040",가액변동
국회,국회의원,강선우,본인,예금,,"농협은행 50,132(27,559 증가), 농협중앙회 147, 신한라이프생명보험 600(600 증가), 신한은행 123(121 증가)","22,722","37,933","9,653","51,002",급여저축 및 생활비 지출 등
국회,국회의원,강선우,배우자,예금,,"(주)KEB하나은행 34,144(13,985 증가), (주)카카오페이증권 1,965(194 증가), 삼성증권 94(90 증가), 스탠다드차타드은행 51(51 증가), 신한은행 11,724(11,615 증가), 우리은행 0(19 감소), 주식회사 카카오뱅크 29(11 감소), 현대해상화재보험 23,807(5,045 증가)","40,864","51,154","20,204","71,814",급여저축 및 생활비 지출 등
국회,국회의원,강선우,모,예금,,"미래에셋증권 0(1,020 감소), 신한은행 821(567 증가), 우리은행 2,675(2,034 증가)","1,915","2,601","1,020","3,496",
국회,국회의원,강선우,장녀,예금,,"(주)KEB하나은행 2,686(28,648 감소), 미래에셋증권 1, 신한은행 211","31,546",0,"28,648","2,898",
국회,국회의원,강선우,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 156,948(123,180 증가)","33,768","123,180",0,"156,948",후원금 증가
국회,국회의원,강선우,본인,채무,금융채무,"농협은행 410,000(40,000 증가)","370,000","40,000",0,"410,000",
국회,국회의원,강선우,배우자,채무,금융채무,"(주)KEB하나은행 359,215(66,214 감소), JB우리캐피탈 0(51,619 감소), NH농협캐피탈 0(25,070 감소), SBI저축은행 91,663(91,663 증가), 비엔케이캐피탈(주) 28,049(15,230 감소), 상호저축은행중앙회 153,803(48,180 증가), 스탠다드차타드은행 38,430(1,699 감소), 신한은행 189,166(10,000 감소), 신한카드 0(1,793 감소), 주식회사 카카오뱅크 0(11,111 감소), 피에프씨테크놀로지스(주) 97,480(97,480 증가), 하나캐피탈 56,301(56,301 증가)","903,219","340,870","229,982","1,014,107",일부 상환 및 신규 채무
국회,국회의원,강선우,총 계,채무,,,"285,236","-89,702","-168,957","364,491","증감액: 79,255천원 (가액변동: 74,800천원)"
국회,국회의원,강승규,본인,토지,답,"충청남도 예산군 신암면 별리 206번지 1,919.00㎡ 중 319.00㎡","5,742",31,0,"5,773",
국회,국회의원,강승규,본인,토지,도로,충청남도 예산군 덕산면 대치리 151-13번지 321.00㎡ 중 11.00㎡,"2,415",0,815,"1,600",
국회,국회의원,강승규,본인,토지,도로,충청남도 예산군 덕산면 대치리 151-15번지 284.00㎡ 중 10.00㎡,"1,559",0,59,"1,500",
국회,국회의원,강승규,본인,토지,임야,충청남도 예산군 덕산면 대치리 421-11번지 152.00㎡,"2,900",0,0,"2,900",
국회,국회의원,강승규,본인,건물,아파트,서울특별시 서초구 서초동 현대슈퍼빌 건물 153.94㎡ 중 76.97㎡,"788,500","123,500",0,"912,000",
국회,국회의원,강승규,본인,건물,단독주택,충청남도 예산군 덕산면 대치리 대지 654.00㎡ 건물 195.00㎡,"223,493",0,0,"223,493",
국회,국회의원,강승규,배우자,건물,아파트,서울특별시 서초구 서초동 현대슈퍼빌 건물 153.94㎡ 중 76.97㎡,"788,500","123,500",0,"912,000",
국회,국회의원,강승규,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2024년식 E200 배기량(1,991cc)","73,900",0,"23,400","50,500",
국회,국회의원,강승규,본인,현금,,현금 증가,"20,000","15,000",0,"35,000",급여저축
국회,국회의원,강승규,본인,예금,,"(주)KEB하나은행 240, 국민은행 35,999(3,055 감소), 농협은행 7,857(1,615 증가), 농협중앙회 1,200(1,200 증가), 빗썸 0(10 감소), 삼성생명보험 7,704, 새마을금고중앙회 500, 신용협동조합중앙회 201(6 증가), 신한은행 0(1,055 감소), 신한투자증권 77(2 감소), 우리은행 10,002(48 감소), 주식회사 카카오뱅크 134, 한화투자증권 35","65,298","2,821","4,170","63,949",생활비 지출 등
국회,국회의원,강승규,배우자,예금,,"(주)KEB하나은행 130, 농협은행 2, 삼성생명보험 45,823(3,046 증가), 신한은행 1,058(1,769 감소), 우리은행 528, 중소기업은행 52","46,316","3,046","1,769","47,593",
국회,국회의원,강승규,장녀,예금,,"(주)KEB하나은행 9,497(5,340 감소), 신한은행 0(1 감소), 우리은행 4","14,842",240,"5,581","9,501",
국회,국회의원,강승규,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"국민은행 116,279(87,780 증가)","28,499","87,780",0,"116,279",후원금 증가
국회,국회의원,강승규,본인,증권,상장주식,"유나이티드에어라인스홀딩스 0.32주, 유바이오로직스 0주(130주 감소), 한올바이오파마 0주(250주 감소)","11,286",6,"11,241",51,주식매도
국회,국회의원,강승규,본인,채무,금융채무,"현대캐피탈 0(35,843 감소)","35,843",0,"35,843",0,계약만료
국회,국회의원,강승규,배우자,채무,금융채무,"메르세데스벤츠파이낸셜서비스코리아(주) 18,101(11,618 감소), 삼성생명보험 5,000(5,000 증가)","29,719","5,000","11,618","23,101",
국회,국회의원,강승규,본인,가상자산,,페이코인 0개(1개 감소),0,0,0,0,탈퇴
국회,국회의원,강승규,장남,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,강승규,총 계,고지거부 및 등록제외사항,,,"2,007,688","350,924",-426,"2,359,038","증감액: 351,350천원 (가액변동: 222,757천원)"
국회,국회의원,강준현,본인,토지,임야,"세종특별자치시 금남면 황용리 산 71번지 28,463.00㎡","190,987","1,423",0,"192,410",공시지가 반영
국회,국회의원,강준현,모,토지,대지,세종특별자치시 금남면 발산리 110-1번지 10.00㎡,635,17,0,652,공시지가 반영
국회,국회의원,강준현,모,토지,대지,세종특별자치시 금남면 발산리 110-2번지 383.00㎡,"171,546","4,174",0,"175,720",공시지가 반영
국회,국회의원,강준현,모,토지,잡종지,세종특별자치시 금남면 발산리 110-4번지 271.00㎡,"90,812","2,222",0,"93,034",공시지가 반영
국회,국회의원,강준현,모,토지,답,세종특별자치시 금남면 발산리 110-6번지 274.00㎡,"95,325","2,301",0,"97,626",공시지가 반영
국회,국회의원,강준현,모,토지,대지,세종특별자치시 금남면 발산리 110-8번지 348.00㎡,"155,869","3,793",0,"159,662",공시지가 반영
국회,국회의원,강준현,모,토지,대지,세종특별자치시 금남면 발산리 111-2번지 41.00㎡,"15,801",382,0,"16,183",공시지가 반영
국회,국회의원,강준현,모,토지,답,세종특별자치시 금남면 발산리 111-3번지 57.00㎡,"19,101",467,0,"19,568",공시지가 반영
국회,국회의원,강준현,모,토지,답,세종특별자치시 금남면 발산리 111-6번지 58.00㎡,"21,309",516,0,"21,825",공시지가 반영
국회,국회의원,강준현,본인,건물,근린생활시설( 전세(임차)권),세종특별자치시 조치원읍 죽림리 럭스스퀘어 건물 110.50㎡,"10,000",0,0,"10,000",변동 없음
국회,국회의원,강준현,배우자,건물,아파트(전세(임 차)권),세종특별자치시 산울동 산울마을2단지 건물 101.42㎡,"300,000",0,0,"300,000",변동 없음
국회,국회의원,강준현,모,건물,창고,세종특별자치시 세종시 금남면 발산리 건물 27.00㎡,918,0,432,486,시가표준액 반영
국회,국회의원,강준현,모,건물,창고,세종특별자치시 세종시 금남면 발산리 건물 27.00㎡,918,0,432,486,시가표준액 반영
국회,국회의원,강준현,모,건물,아파트,세종특별자치시 세종시 금남면 용포리 두진리버빌 건물 59.87㎡,"161,000",0,"11,000","150,000",공시가격 반영
국회,국회의원,강준현,모,건물,창고,세종특별자치시 금남면 발산리 건물 18.00㎡ (건물 18.00㎡ 증가),0,"1,818 (1,818)",0,"1,818",매입
